docid,sentences,words,syllables,letters,unique,ttr,flesch-adap,coleman,flesch-gradelevel,ari,awl,awlstd,psfl,zh,wiki,brescola
netb-175d21,19,549,1172,2742,229,0.4171220401,38.62741644,12.54346084,20.8949174,16.54163072,4.994535519,3.592895136,d,d,s,s
netb-175d22,17,310,728,1637,169,0.5451612903,31.0693775,13.62696774,19.29947078,12.55948577,5.280645161,3.708135725,d,d,s,s
netb-175d27,5,74,149,368,53,0.7162162162,59.144,11.44108108,14.44544444,9.392702703,4.972972973,3.187700065,s,s,s,s
netb-175d2d,5,81,188,435,55,0.6790123457,36.03644444,13.95061728,18.11565432,11.96444444,5.37037037,3.48345098,s,s,s,s
netb-175d32,4,117,247,592,69,0.5897435897,40.54625,12.93982906,20.72861111,17.02679487,5.05982906,3.530793955,s,d,s,s
netb-175d3b,15,266,600,1424,126,0.4736842105,38.03486439,14.0087218,18.16815209,12.65110276,5.353383459,3.60491621,d,d,s,s
netb-175d46,20,352,761,1857,153,0.4346590909,47.12792857,13.53852273,16.89157143,12.21792614,5.275568182,3.700533548,d,d,d,d
netb-175d4e,15,348,766,1748,159,0.4568965517,39.06975862,12.45931034,19.43156322,13.82827586,5.022988506,3.730819181,d,d,s,s
netb-175d50,4,48,111,267,34,0.7083333333,41.0175,14.44083333,16.3775,10.769375,5.5625,4.434271126,s,s,s,d
netb-175d53,19,422,1006,2324,186,0.4407582938,23.76101504,15.24909953,21.29486216,15.61374657,5.507109005,4.005765594,d,d,s,s
netb-175d57,8,199,427,965,97,0.4874371859,42.05823178,11.52361809,19.43084799,13.84744975,4.849246231,3.336622873,d,d,s,s
netb-175d5a,2,52,114,251,27,0.5192307692,36.97576923,11.44384615,20.41923077,14.30480769,4.826923077,3.750493064,s,s,s,s
netb-175d5b,3,69,170,434,29,0.4202898551,14.32833333,19.8973913,22.75,19.69521739,6.289855072,4.507968627,s,s,d,s
netb-175d5e,12,359,888,2050,164,0.4568245125,8.708356611,16.78718663,25.31427374,20.42387651,5.710306407,4.159049557,d,d,s,s
netb-175d66,11,194,389,939,91,0.4690721649,60.51133773,10.98206186,15.03614696,10.18555295,4.840206186,3.553745223,s,d,s,s
netb-175d79,21,256,537,1226,94,0.3671875,58.99994792,9.9315625,13.91662946,7.22172247,4.7890625,3.603714108,d,d,s,s
netb-175d7a,4,93,174,402,48,0.5161290323,66.95237903,8.343655914,15.55491935,10.55435484,4.322580645,3.51390874,s,s,s,s
netb-175d7b,6,109,236,544,63,0.5779816514,47.22519113,11.91669725,17.04362385,11.16012232,4.990825688,3.481261537,s,d,s,d
netb-175d7e,8,199,446,1046,103,0.5175879397,33.15011364,13.91698492,20.64229798,15.76458543,5.256281407,3.877476287,s,d,d,s
netb-175d7f,7,85,211,477,55,0.6470588235,26.50294118,14.75952941,18.43747899,11.07284034,5.611764706,3.988495567,s,s,s,s
netb-175e71,10,88,177,430,64,0.7272727273,64.04044118,9.568181818,12.29676471,5.984772727,4.886363636,3.109486285,s,s,s,s
netb-175e72,51,564,1119,2622,279,0.4946808511,68.64097339,8.859148936,12.27128151,5.995901126,4.64893617,2.693731021,d,d,s,s
netb-175e79,34,499,1010,2364,264,0.5290581162,61.75777989,10.03951904,14.12763757,8.221742308,4.73747495,2.71956071,d,d,s,s
netb-175e7b,6,76,150,342,56,0.7368421053,69.00464912,8.323157895,12.63947368,6.098333333,4.5,2.457534066,s,s,s,d
netb-175e7c,31,426,838,1973,232,0.544600939,67.74770237,9.278967136,13.06589166,7.255122672,4.631455399,2.737814873,d,d,s,s
netb-175e7d,46,622,1204,2888,282,0.4533762058,70.86682328,9.312282958,12.58136045,7.199808472,4.643086817,2.649626945,d,d,s,s
netb-175e83,36,406,795,1880,217,0.5344827586,70.96672167,8.802955665,12.0069637,6.018741106,4.630541872,2.854682991,d,s,s,s
netb-175e86,4,63,136,319,55,0.873015873,47.52830645,12.09396825,16.33887097,10.29404762,5.063492063,2.97007838,s,d,s,s
netb-175e87,40,622,1230,2901,293,0.4710610932,63.52808585,9.720707396,14.06374837,8.312379421,4.663987138,2.828646897,d,s,s,s
netb-175f28,35,299,570,1362,187,0.6254180602,77.85836364,7.519598662,10.36589322,4.296344959,4.555183946,2.648808317,s,d,s,d
netb-175f5e,10,122,291,722,79,0.6475409836,34.66019672,16.57180328,17.31390164,12.54393443,5.918032787,3.777826081,s,d,s,s
netb-175f60,28,576,1074,2539,257,0.4461805556,69.01120622,8.680069444,14.55796035,9.617328869,4.407986111,2.633624478,d,d,s,s
netb-175f62,6,65,143,323,40,0.6153846154,51.71916667,10.68676923,14.595,7.39174359,4.969230769,3.290869564,s,d,s,d
netb-175f63,14,220,485,1112,105,0.4772727273,46.38045455,12.03709091,16.55220779,10.23405195,5.054545455,3.40544047,s,d,s,d
netb-175f64,15,355,790,1846,189,0.5323943662,34.67374359,13.52529577,20.09440456,14.89533333,5.2,3.392120115,d,d,s,s
netb-175f65,18,406,815,1920,203,0.5,56.11598796,10.69458128,16.89385878,12.1216694,4.729064039,2.910909091,d,s,s,s
netb-175f6a,11,284,679,1530,162,0.5704225352,20.3640525,14.73098592,22.69106274,16.85338668,5.387323944,3.636374513,d,d,s,s
netb-175f6b,12,173,407,909,98,0.5664739884,35.17202553,13.04231214,17.79319364,10.52625241,5.25433526,3.444698741,s,s,s,d
netb-175f78,12,190,381,919,106,0.5578947368,60.65107175,10.77115789,14.52921123,9.268192982,4.836842105,2.937903034,s,d,d,s
netb-175f89,8,189,407,942,110,0.582010582,40.97996324,12.25375661,19.20860294,13.8577381,4.984126984,3.34676056,s,d,d,s
netb-175f8c,27,540,1197,2731,274,0.5074074074,41.005,12.45755556,18.36666667,12.39038889,5.057407407,3.273128634,d,d,s,s
netb-175f8e,8,174,351,814,96,0.5517241379,55.24053829,10.34666667,16.78479046,11.47913793,4.67816092,2.932161154,s,d,s,s
netb-175f91,3,92,204,467,57,0.6195652174,26.625,13.08217391,22.85666667,17.8117029,5.076086957,3.486725434,s,d,d,s
netb-175f9c,44,727,1510,3552,315,0.4332874828,54.80090909,11.13722146,15.5390404,9.843633237,4.885832187,2.948788964,d,d,d,s
netb-175f9d,12,175,351,836,99,0.5657142857,63.45887931,10.25988571,13.86844828,8.362009524,4.777142857,2.943572729,s,d,d,d
netb-175fa0,7,130,269,650,85,0.6538461538,52.4828125,12.00615385,16.33986607,11.40571429,5,2.945661738,s,s,s,d
netb-175fab,8,93,239,538,53,0.5698924731,19.62272177,15.66924731,19.26848118,11.62959677,5.784946237,4.063605747,s,d,s,d
netb-175faf,9,67,126,293,46,0.6865671642,79.88257576,5.937910448,9.797272727,2.889684909,4.373134328,2.864272046,s,s,s,d
netb-175fb2,10,71,133,330,49,0.6901408451,74.09718657,7.36056338,10.4468806,4.011549296,4.647887324,2.945986009,s,s,s,s
netb-175fb5,6,147,289,697,73,0.4965986395,51.5825,10.87183673,17.7608156,13.15244898,4.741496599,3.030656145,s,d,s,s
netb-176061,16,312,682,1583,162,0.5192307692,38.62654387,12.51551282,18.41893212,12.21721154,5.073717949,3.462854391,d,d,d,s
netb-17608d,6,53,90,244,48,0.9056603774,90.91338235,7.919245283,8.548529412,4.670440252,4.603773585,2.579597911,s,d,s,s
netb-1760ec,24,327,711,1638,145,0.4434250765,47.87432827,11.48146789,15.7626986,8.975711009,5.009174312,3.549980608,d,s,d,d
netb-176109,4,54,111,261,43,0.7962962963,58.20511792,10.42740741,14.29070755,8.085,4.833333333,3.184162196,s,s,s,d
netb-17613f,12,195,421,984,111,0.5692307692,46.20523778,12.04984615,16.62692408,10.46238462,5.046153846,3.41233405,s,s,s,s
netb-176141,65,1135,2145,4942,480,0.422907489,70.5993499,8.107453744,13.58911504,7.808980685,4.354185022,2.652837832,d,d,s,s
netb-176142,4,43,92,206,24,0.5581395349,56.91909884,9.615813953,13.84901163,6.509186047,4.790697674,3.084531094,s,d,s,d
netb-176144,19,409,803,1932,245,0.5990220049,57.63207895,10.6003912,16.30902632,11.58186205,4.723716381,2.84900358,d,d,s,s
netb-176145,20,544,1146,2656,234,0.4301470588,42.7296837,11.82,19.9023674,15.16588235,4.882352941,3.354230918,d,d,s,s
netb-176146,7,225,460,1054,125,0.5555555556,41.3477027,10.82364444,21.22902188,16.7051619,4.684444444,3.113123159,s,d,s,s
netb-176147,11,176,343,783,99,0.5625,67.72113636,8.509318182,13.64659091,7.524147727,4.448863636,2.689985397,s,s,s,d
netb-17614b,89,2097,3988,9159,533,0.2541726276,63.63726968,8.625617549,16.07802181,10.92261561,4.367668097,2.76184991,d,d,s,s
netb-17614c,62,1413,2729,6251,453,0.3205944798,61.61158721,8.913857042,16.15760749,10.80182796,4.423920736,2.825306662,d,d,s,s
netb-17614e,6,184,381,914,101,0.5489130435,39.315,12.44304348,21.08666667,17.29974638,4.967391304,3.405401997,s,d,d,s
netb-17614f,8,183,342,813,108,0.5901639344,66.0186913,9.02863388,15.5298826,10.9322541,4.442622951,2.901994359,s,d,s,d
netb-176152,5,107,206,483,74,0.691588785,64.23923364,9.359252336,15.47375701,10.53102804,4.514018692,2.836229187,s,d,s,s
netb-176154,9,273,499,1117,140,0.5128205128,63.41150183,7.282637363,17.80849817,13.00798535,4.091575092,2.772649401,s,d,s,s
netb-176156,6,70,128,291,48,0.6857142857,82.29619048,6.106857143,10.53714286,3.98347619,4.157142857,2.775585983,s,s,d,d
netb-17615a,8,163,340,802,110,0.6748466258,50.72569444,11.67828221,17.0729321,11.93185583,4.920245399,3.295249593,s,d,s,s
netb-17615c,22,372,754,1809,212,0.5698924731,58.5187747,11.04333333,15.11081028,9.928819648,4.862903226,3.216225692,d,d,s,s
netb-176160,60,1052,1996,4818,465,0.4420152091,69.56703549,9.441292776,13.74106459,8.907750317,4.579847909,3.023088086,d,d,s,s
netb-176161,33,508,1008,2394,264,0.5196850394,64.74044137,9.987244094,13.89671937,8.46330828,4.712598425,3.184620823,d,s,s,d
netb-176162,4,74,157,374,54,0.7297297297,50.56831081,12.31783784,16.66013514,11.62459459,5.054054054,2.96325192,s,s,s,d
netb-176163,12,252,469,1062,137,0.5436507937,69.5272925,7.57047619,14.61610558,8.919285714,4.214285714,2.658043029,s,d,s,s
netb-176164,15,280,567,1374,164,0.5857142857,56.36117391,11.46828571,15.82730435,11.01597619,4.907142857,3.139373069,s,d,s,s
netb-176165,5,138,257,618,86,0.6231884058,63.26882609,9.459710145,17.14936232,13.4626087,4.47826087,2.821289127,s,d,s,s
netb-176166,22,499,955,2260,215,0.4308617234,61.34450835,9.525851703,16.09432282,11.24277282,4.529058116,2.953320422,d,d,s,s
netb-176169,6,151,298,751,100,0.6622516556,51.45995434,12.26807947,17.98493151,14.57856512,4.973509934,3.072947589,s,d,s,s
netb-17616a,13,202,414,1001,104,0.5148514851,58.89079219,11.43306931,14.74447761,9.679379284,4.955445545,2.958959385,s,d,s,s
netb-17616b,7,138,279,642,75,0.5434782609,56.68240876,10.05333333,16.07351408,10.33888199,4.652173913,3.037571909,s,d,s,s
netb-17616c,6,160,303,737,103,0.64375,58.12576923,10.17475,17.46923077,13.59877083,4.60625,2.922107277,s,d,s,s
netb-17616d,8,121,237,558,87,0.7190082645,66.525,9.359008264,13.565,7.852995868,4.611570248,2.591696534,s,d,s,s
netb-17616f,4,65,125,278,37,0.5692307692,69.64894231,7.526769231,13.43980769,6.839307692,4.276923077,2.836616035,s,s,s,d
netb-176170,5,117,250,593,80,0.6837606838,44.31476923,12.73709402,18.74967521,14.14205128,5.068376068,3.288744066,s,d,s,s
netb-176172,5,81,158,372,60,0.7407407407,67.36977778,9.377283951,13.74528395,8.301111111,4.592592593,2.702435014,s,d,d,d
netb-176173,10,97,175,407,63,0.6494845361,83.35039474,5.820206186,9.851842105,3.18257732,4.195876289,2.489728074,s,s,s,s
netb-176176,4,100,214,504,64,0.64,39.22872449,12.6512,19.73234694,14.8084,5.04,3.443602765,s,d,s,s
netb-176177,4,53,112,257,38,0.7169811321,56.60889151,10.47849057,14.51334906,8.034056604,4.849056604,2.743061411,s,s,s,d
netb-17617d,10,119,212,528,82,0.6890756303,75.99012162,7.802016807,11.27593694,5.418151261,4.43697479,2.952391583,s,d,s,s
netb-176182,11,303,611,1416,147,0.4851485149,49.33134098,10.60422442,19.0346421,14.35381638,4.673267327,3.260248358,d,d,s,s
netb-1761ac,3,51,107,282,37,0.7254901961,44.0075,14.97176471,16.95416667,13.11352941,5.529411765,3.449085933,s,s,s,s
netb-1761ca,22,368,840,2027,179,0.4864130435,36.81059441,14.81836957,18.0934965,12.8770331,5.508152174,4.002029222,d,d,s,d
netb-1761d1,2,78,152,381,50,0.641025641,41.065,12.1625641,22.83,21.07653846,4.884615385,2.631080353,s,d,s,s
netb-1761dc,13,207,451,1054,117,0.5652173913,48.35133779,12.28077295,16.32917874,10.5138573,5.09178744,3.3472579,d,d,s,d
netb-1761dd,10,207,439,1011,119,0.5748792271,46.85969512,11.48830918,17.67426829,11.92391304,4.884057971,3.32260403,d,d,s,s
netb-1761e1,36,1208,2695,6190,458,0.3791390728,25.39339256,13.44801325,23.87724647,19.48262877,5.124172185,3.578515519,d,d,s,s
netb-1761e3,7,212,484,1125,120,0.5660377358,23.40214286,14.4254717,23.30619048,18.70696092,5.306603774,3.932850732,s,s,s,s
netb-1761e6,12,154,322,742,89,0.5779220779,57.84669118,10.22441558,14.21648693,7.68030303,4.818181818,3.183672929,s,d,s,s
netb-1761e7,13,204,423,947,109,0.5343137255,55.9060358,9.609607843,15.17990099,8.28071267,4.642156863,3.348161224,d,s,s,s
netb-1761eb,9,266,597,1384,159,0.5977443609,28.35945493,13.79218045,22.47672956,17.85394319,5.203007519,3.355523778,d,d,s,s
netb-1761ee,7,109,212,518,74,0.6788990826,65.70130841,10.24256881,13.75086782,8.739017038,4.752293578,3.234436165,s,s,d,d
netb-1761f0,14,250,512,1228,146,0.584,55.56231781,11.42496,15.75063331,10.63409143,4.912,3.327499962,d,s,s,s
netb-1761f1,7,143,278,641,93,0.6503496504,58.39891304,9.108251748,15.86958592,9.896943057,4.482517483,3.262100972,s,d,s,s
netb-1761f4,40,845,1510,3768,327,0.3869822485,66.18186704,9.018745562,14.76183917,10.13519822,4.459171598,3.135564542,d,d,s,s
netb-1761f9,13,250,510,1176,112,0.448,56.73176923,10.32032,15.982,10.34122462,4.704,3.494049799,d,d,s,s
netb-1761fa,103,2111,4618,10671,755,0.3576504027,42.57229732,12.4788631,18.25900857,12.62638854,5.054950261,3.681648561,d,d,s,s
netb-1761fc,27,607,1317,3027,258,0.4250411862,42.46077735,12.20586491,18.7800842,13.29866496,4.986820428,3.321314165,d,d,s,s
netb-1761fd,161,1101,2222,4941,415,0.3769300636,70.40974135,6.259473206,10.98789953,3.126502615,4.48773842,3.104461129,d,s,s,d
netb-176204,169,1831,3722,8441,757,0.4134352813,64.71426241,8.575030038,12.76358044,5.700491276,4.610049153,3.055250836,d,d,s,s
netb-176218,9,168,308,789,88,0.5238095238,63.24605735,10.22928571,14.5744086,10.0235119,4.696428571,3.473983114,s,d,d,s
netb-17621d,13,254,505,1218,131,0.5157480315,57.20176179,10.88125984,15.87822581,10.9249788,4.795275591,3.293607702,d,d,s,d
netb-176220,8,176,310,879,103,0.5852272727,58.9975487,12.22113636,15.67074675,13.09323864,4.994318182,3.398691525,s,d,d,s
netb-176223,6,165,296,798,94,0.5696969697,50.575,11.56145455,18.02555556,15.09927273,4.836363636,3.04768349,s,d,d,s
netb-176227,2,53,107,258,38,0.7169811321,48.36423077,11.70641509,18.83076923,14.74792453,4.867924528,3.94795259,s,d,s,d
netb-176228,3,101,201,436,44,0.4356435644,46.3009571,8.703762376,21.02316832,15.73561056,4.316831683,3.217928406,s,d,s,s
netb-176229,10,229,435,1127,131,0.5720524017,51.54016029,11.84524017,17.12080861,13.19978166,4.92139738,3.595597231,s,d,d,s
netb-17622b,18,390,823,1912,163,0.4179487179,47.91308983,11.66092308,17.80337189,12.49441026,4.902564103,3.548310337,d,d,s,d
netb-17622d,311,6077,12496,29436,1455,0.239427349,54.30111239,11.16693763,16.37473196,11.15457071,4.84383742,3.264057753,d,d,d,s
netb-17622e,20,383,793,1793,182,0.4751958225,54.23378133,10.18130548,16.31035379,10.19468668,4.681462141,3.130386066,d,d,s,s
netb-176231,13,232,435,1190,140,0.6034482759,52.51024887,12.70172414,15.69176471,11.65212865,5.129310345,3.432929212,s,d,d,s
netb-176234,5,86,154,399,62,0.7209302326,67.8815443,9.759534884,13.57453165,9.022209302,4.639534884,3.053449406,s,d,d,s
netb-176235,70,1406,2932,6865,566,0.4025604552,50.90875931,11.43627312,16.97109537,11.61011888,4.882645804,3.328786954,d,d,s,s
netb-17623b,40,785,1591,4359,344,0.4382165605,34.95881843,15.34257325,18.4957573,14.5365,5.552866242,3.915355374,d,d,d,s
netb-17623c,7,100,204,539,71,0.71,47.90369565,13.8212,15.70093168,11.09975714,5.39,3.506836181,s,d,d,s
netb-17623e,13,184,369,849,100,0.5434782609,64.80906355,9.239782609,13.59413043,7.379477425,4.614130435,2.90576943,s,s,s,s
netb-176241,48,780,1490,3900,265,0.3397435897,55.82137712,11.77846154,14.99583333,10.245,5,3.571252743,d,d,d,s
netb-176243,16,303,668,1586,154,0.5082508251,40.29035654,13.41478548,18.12475671,12.69241337,5.234323432,3.57584629,d,s,s,s
netb-176246,33,559,1148,2685,255,0.4561717352,56.77211302,10.69552773,15.37701884,9.662863338,4.803220036,3.274106743,d,d,s,s
netb-176247,97,1300,2505,5883,483,0.3715384615,71.98395986,8.600646154,12.40149016,6.585592466,4.525384615,2.720034263,d,s,s,s
netb-17624d,102,1727,3528,8172,663,0.3839027215,58.28182062,10.27536769,15.17995129,9.322959002,4.731905038,3.196595615,d,d,s,s
netb-176256,4,74,140,309,44,0.5945945946,70.00344595,7.152972973,13.94932432,7.487432432,4.175675676,3.063993632,s,s,s,s
netb-176257,8,157,331,786,108,0.6878980892,41.99371225,12.12917197,17.88717282,11.9625,5.006369427,3.303148113,s,d,s,s
netb-17625a,12,195,383,929,118,0.6051282051,64.62544257,10.39138462,14.09908031,9.133923077,4.764102564,2.994994729,s,d,s,s
netb-17626d,10,244,530,1195,125,0.512295082,40.30670492,11.78442623,19.55714754,13.83741803,4.897540984,3.596696187,d,d,s,d
netb-176272,6,124,250,575,82,0.6612903226,56.07628049,10.03387097,16.38873984,10.74405914,4.637096774,2.946662074,s,d,s,d
netb-176279,108,2041,4232,9973,846,0.4145026948,53.46612034,11.36533072,16.33185746,11.03368946,4.88633023,3.328762647,d,d,s,s
netb-17627c,100,1378,2830,6737,564,0.4092888244,59.5824478,10.79910015,14.19796886,8.487046444,4.888969521,3.298415455,d,d,s,s
netb-176281,26,465,1067,2462,202,0.4344086022,35.02872476,13.67733333,18.63649675,12.44998511,5.294623656,3.817513845,d,s,s,s
netb-17628f,67,738,1401,3285,300,0.406504065,75.82689381,7.685907859,11.25532175,5.042706589,4.451219512,2.874696615,d,s,s,s
netb-1762b2,20,468,1060,2502,246,0.5256410256,32.74773176,14.37042735,20.33820172,15.45038462,5.346153846,4.109589338,d,d,s,s
netb-1762b8,7,117,193,574,68,0.5811965812,71.057,11.27623932,12.75542857,10.03432234,4.905982906,3.707195374,s,d,d,s
netb-1762ba,22,429,938,2192,227,0.5291375291,43.68022515,12.72624709,17.85802039,12.38601399,5.10955711,3.253060533,d,d,s,s
netb-1762c3,108,2247,4665,10901,880,0.3916332888,51.17928637,11.30328438,17.11777728,11.82267097,4.851357365,3.338915221,d,d,s,s
netb-1762c7,49,977,1962,4512,376,0.3848515865,57.93404762,9.870583419,15.96484505,10.29119942,4.618219038,3.158487728,d,d,s,s
netb-1762d6,18,245,444,1219,141,0.5755102041,67.11666667,11.28130612,12.82,8.810208617,4.975510204,3.303586833,s,d,d,s
netb-1762d7,48,908,1786,4167,375,0.4129955947,62.41406665,9.619779736,15.08552395,9.643498532,4.589207048,3.124045974,d,d,s,s
netb-1762d8,10,237,514,1191,144,0.6075949367,40.6250678,12.49991561,19.314,14.08924051,5.025316456,3.417408956,d,d,s,d
netb-1762de,11,231,478,1084,117,0.5064935065,51.79140316,10.38320346,17.08802372,11.17233766,4.692640693,3.490976301,s,d,s,s
netb-1762fd,37,900,1918,4397,356,0.3955555556,42.9837551,11.71017778,19.13138155,13.74312883,4.885555556,3.523447211,d,d,s,s
netb-1762ff,25,641,1356,3095,303,0.472698908,43.36483944,11.43650546,19.41877559,14.13173167,4.828393136,3.365216969,d,d,s,s
netb-176302,42,886,1858,4321,397,0.4480812641,48.04710952,11.47345372,17.59145714,12.0881721,4.876975169,3.197697799,d,d,s,s
netb-176303,82,1505,2879,6801,566,0.3760797342,67.60405897,9.158591362,14.22339842,9.031021959,4.518936877,2.939445368,d,d,s,s
netb-176304,31,502,1012,2333,206,0.4103585657,61.23363226,9.698884462,14.58352258,8.556076982,4.647410359,3.175664323,d,d,s,s
netb-176306,59,896,1720,4045,365,0.4073660714,70.69006882,8.796205357,13.02195238,7.426557393,4.514508929,2.905469631,d,d,s,s
netb-176307,5,88,158,419,67,0.7613636364,67.36977778,10.515,13.74528395,9.796022727,4.761363636,3.003763995,s,d,d,s
netb-176320,3,60,149,342,41,0.6833333333,18.445,16.236,21.51333333,15.417,5.7,3.579106034,s,d,s,d
netb-176327,55,506,972,2262,242,0.4782608696,76.68139514,7.268300395,10.7029883,4.225375494,4.470355731,2.946846421,d,d,s,s
netb-17632e,29,423,756,2084,210,0.4964539007,65.1564,11.13976359,13.24190345,9.067926143,4.926713948,3.322937026,d,d,d,s
netb-176330,12,230,471,1146,111,0.4826086957,55.46279658,11.9533913,16.122369,11.62142029,4.982608696,3.671233909,d,s,s,s
netb-176331,25,578,1320,3041,281,0.4861591696,31.5744,13.85584775,20.43726667,14.91046713,5.261245675,3.709510806,d,d,s,s
netb-176337,5,47,92,207,32,0.6808510638,73.694,6.948085106,11.17387234,4.014042553,4.404255319,2.986918817,s,s,s,d
netb-17633a,102,2333,4767,11128,890,0.381483069,51.98254875,10.95243892,17.5199137,12.47214678,4.769824261,3.192052096,d,d,s,s
netb-17633b,11,256,469,1202,151,0.58984375,58.31090909,10.5365625,16.29160542,12.32128551,4.6953125,2.96873972,s,d,s,s
netb-176360,132,3687,8068,18547,1280,0.3471657174,33.98531303,12.71889341,21.2560319,16.22898476,5.030377,3.554244599,d,d,s,s
netb-176362,27,659,1342,3158,245,0.3717754173,50.42302479,11.16485584,18.09275821,13.3445383,4.792109256,3.107218813,d,d,s,s
netb-176372,40,579,1182,2804,291,0.5025906736,59.77994175,10.63094991,14.33811126,8.617240933,4.84283247,3.076653902,d,d,s,s
netb-176376,71,1214,2601,6110,540,0.4448105437,49.95357063,12.06260297,16.39073212,10.82448523,5.032948929,3.167571742,d,s,s,s
netb-176388,8,79,169,395,60,0.7594936709,53.38510552,10.60253165,14.0624513,7.0575,5,2.700210962,s,s,s,s
netb-17638a,7,134,265,705,95,0.7089552239,57.53115385,13.58955224,15.7067033,12.92165245,5.26119403,3.241358441,s,d,d,s
netb-1763b8,3,85,176,408,46,0.5411764706,44.90490196,11.37929412,19.89294118,15.34466667,4.8,3.500588186,s,s,s,s
netb-1763e0,32,372,713,1730,201,0.5403225806,74.07257601,8.998924731,11.65829392,6.286532258,4.650537634,2.995772062,d,d,s,s
netb-1763ea,8,93,173,416,66,0.7096774194,78.07771739,7.955698925,11.08413043,5.450887097,4.47311828,2.745833198,s,d,s,d
netb-1763eb,5,143,286,705,98,0.6853146853,48.612,12.15384615,19.34275177,16.09062937,4.93006993,3.062633698,s,d,s,s
netb-1763f2,39,951,2066,5031,406,0.4269190326,38.77362322,14.0926183,19.70983015,15.67924776,5.29022082,3.493707586,d,d,s,s
netb-1763f8,40,709,1523,3699,336,0.4739069111,47.24427193,13.20722144,16.88155456,12.00554654,5.217207334,3.454019974,d,d,s,s
netb-176402,38,714,1626,3887,344,0.4817927171,36.12461082,14.6352381,18.72050408,13.6058713,5.443977591,3.540137819,d,s,s,s
netb-176407,4,92,197,474,56,0.6086956522,44.33565217,13.20782609,18.6473913,14.33673913,5.152173913,3.332758299,s,s,s,s
netb-17648f,12,137,295,696,79,0.5766423358,53.82431373,11.47941606,14.42558824,8.206508516,5.080291971,3.378891958,s,s,d,d
netb-176491,25,248,526,1211,141,0.5685483871,59.33232903,9.928548387,13.30621935,6.529233871,4.883064516,3.15308916,s,d,s,s
netb-1764ac,197,804,1472,3385,327,0.4067164179,89.04917259,1.703233831,7.705756345,0.4406464505,4.210199005,2.269601289,d,d,s,s
netb-1764ad,60,393,744,1691,204,0.5190839695,81.63631973,4.981374046,9.353918367,2.111183206,4.302798982,2.432271852,s,d,s,s
netb-1764b8,11,128,235,570,79,0.6171875,80.57305655,7.840625,10.74737294,5.362400568,4.453125,2.512031595,s,d,s,s
netb-1764b9,15,192,330,787,117,0.609375,90.43675,5.989375,9.68325,4.27609375,4.098958333,2.3038914,s,s,s,s
netb-1764ba,6,63,123,270,46,0.7301587302,73.00607143,6.580952381,11.54309524,4.005714286,4.285714286,2.439285424,s,s,s,s
netb-1764bd,22,238,427,1016,144,0.6050420168,83.04574229,6.565042017,10.16534725,4.085645531,4.268907563,2.434684522,s,d,s,s
netb-1764be,7,48,82,215,36,0.75,88.15,6.220833333,8.419365079,3.095446429,4.479166667,2.929658565,s,d,d,s
netb-1764e4,12,148,349,866,78,0.527027027,32.94696839,16.20594595,17.52387931,12.29653153,5.851351351,4.049299013,s,d,s,s
netb-176526,4,74,171,403,48,0.6486486486,34.56290541,14.62216216,18.89256757,13.47040541,5.445945946,3.606083043,s,s,s,s
netb-176548,5,55,131,295,41,0.7454545455,36.16818182,13.04727273,16.80545455,9.332727273,5.363636364,3.4131491,s,s,s,d
netb-176550,16,363,696,1686,159,0.4380165289,60.04592161,10.20573003,16.23875,11.78994835,4.644628099,3.181020257,d,d,s,s
netb-176555,32,590,1186,2714,299,0.506779661,59.02665209,9.642576271,15.43378626,9.45475,4.6,2.902249274,d,d,s,s
netb-17655b,24,517,1055,2438,230,0.4448742747,54.3338447,10.55404255,16.89055368,11.55162637,4.715667311,3.135620242,d,d,s,s
netb-17656d,6,151,350,827,94,0.6225165563,24.90433445,15.22754967,21.81312081,16.94916115,5.476821192,3.866710423,s,d,s,s
netb-17656e,2,45,106,247,34,0.7555555556,26.7175,15.15911111,20.98055556,15.67266667,5.488888889,4.118371966,s,d,s,d
netb-17657e,5,47,96,236,30,0.6382978723,62.94047826,10.57617021,12.62408696,6.920212766,5.021276596,4.324543325,s,s,s,d
netb-17659c,26,600,1253,2899,282,0.47,48.73892308,11.32753333,18.05233333,12.86561154,4.831666667,3.302523867,d,d,s,s
netb-17659f,29,619,1318,3164,327,0.5282714055,43.89510708,12.86869144,18.19484974,13.31743803,5.111470113,3.452729145,d,d,s,s
netb-1765a1,42,845,1800,4301,384,0.4544378698,46.09007194,12.65760947,17.62191161,12.60314511,5.089940828,3.325206671,d,d,s,s
netb-1765a2,5,85,188,429,54,0.6352941176,44.46470588,12.13552941,17.13882353,10.84164706,5.047058824,3.800637353,s,s,s,s
netb-1765ad,28,421,848,1978,211,0.5011876485,62.79857143,9.857577197,14.0847619,8.217025789,4.698337292,3.042333473,d,d,s,s
netb-1765ae,55,810,1652,3832,354,0.437037037,60.5621252,10.00760494,14.31088067,8.216006734,4.730864198,3.183547287,d,d,s,s
netb-1765af,19,330,688,1586,160,0.4848484848,53.8592362,10.75539394,15.89385109,9.890755981,4.806060606,3.444621578,d,d,s,s
netb-1765b0,10,176,390,920,93,0.5284090909,43.50509091,13.25454545,17.42172727,11.99045455,5.227272727,3.508843609,s,s,s,s
netb-1765b4,23,535,1171,2731,240,0.4485981308,39.14219516,12.94295327,19.40417784,14.24344413,5.104672897,3.520869242,d,d,s,s
